datetime,zone,hour,day_of_week,carbon_lag_1,carbon_lag_2,carbon_lag_3,carbon_intensity,target_carbon
2026-08-30 20:00:00+00:00,FR,20,6,40.0,44.0,36.0,40,36.0
2026-08-30 21:00:00+00:00,FR,21,6,40.0,40.0,44.0,36,26.0
2026-08-30 22:00:00+00:00,FR,22,6,36.0,40.0,40.0,26,17.0
2026-08-30 23:00:00+00:00,FR,23,6,26.0,36.0,40.0,17,17.0
2026-08-31 00:00:00+00:00,FR,0,0,17.0,26.0,36.0,17,17.0
2026-08-31 01:00:00+00:00,FR,1,0,17.0,17.0,26.0,17,17.0
2026-08-31 02:00:00+00:00,FR,2,0,17.0,17.0,17.0,17,18.0
2026-08-31 03:00:00+00:00,FR,3,0,17.0,17.0,17.0,18,19.0
2026-08-31 04:00:00+00:00,FR,4,0,18.0,17.0,17.0,19,19.0
2026-08-31 05:00:00+00:00,FR,5,0,19.0,18.0,17.0,19,19.0
2026-08-31 06:00:00+00:00,FR,6,0,19.0,19.0,18.0,19,18.0
2026-08-31 07:00:00+00:00,FR,7,0,19.0,19.0,19.0,18,17.0
2026-08-31 08:00:00+00:00,FR,8,0,18.0,19.0,19.0,17,19.0
2026-08-31 09:00:00+00:00,FR,9,0,17.0,18.0,19.0,19,19.0
2026-08-31 10:00:00+00:00,FR,10,0,19.0,17.0,18.0,19,19.0
2026-08-31 11:00:00+00:00,FR,11,0,19.0,19.0,17.0,19,19.0
2026-08-31 12:00:00+00:00,FR,12,0,19.0,19.0,19.0,19,20.0
2026-08-31 13:00:00+00:00,FR,13,0,19.0,19.0,19.0,20,22.0
2026-08-31 14:00:00+00:00,FR,14,0,20.0,19.0,19.0,22,22.0
2026-08-31 15:00:00+00:00,FR,15,0,22.0,20.0,19.0,22,27.0
2026-08-31 16:00:00+00:00,FR,16,0,22.0,22.0,20.0,27,41.0
2026-08-31 17:00:00+00:00,FR,17,0,27.0,22.0,22.0,41,43.0
2026-08-31 18:00:00+00:00,FR,18,0,41.0,27.0,22.0,43,44.0
2026-08-31 19:00:00+00:00,FR,19,0,43.0,41.0,27.0,44,43.0
2026-08-31 20:00:00+00:00,FR,20,0,44.0,43.0,41.0,43,42.0
2026-08-31 21:00:00+00:00,FR,21,0,43.0,44.0,43.0,42,35.0
2026-08-31 22:00:00+00:00,FR,22,0,42.0,43.0,44.0,35,27.0
2026-08-31 23:00:00+00:00,FR,23,0,35.0,42.0,43.0,27,20.0
2026-09-01 00:00:00+00:00,FR,0,1,27.0,35.0,42.0,20,16.0
2026-09-01 01:00:00+00:00,FR,1,1,20.0,27.0,35.0,16,17.0
2026-09-01 02:00:00+00:00,FR,2,1,16.0,20.0,27.0,17,21.0
2026-09-01 03:00:00+00:00,FR,3,1,17.0,16.0,20.0,21,42.0
2026-09-01 04:00:00+00:00,FR,4,1,21.0,17.0,16.0,42,43.0
2026-09-01 05:00:00+00:00,FR,5,1,42.0,21.0,17.0,43,43.0
2026-09-01 06:00:00+00:00,FR,6,1,43.0,42.0,21.0,43,34.0
2026-09-01 07:00:00+00:00,FR,7,1,43.0,43.0,42.0,34,22.0
2026-09-01 08:00:00+00:00,FR,8,1,34.0,43.0,43.0,22,20.0
2026-09-01 09:00:00+00:00,FR,9,1,22.0,34.0,43.0,20,21.0
2026-09-01 10:00:00+00:00,FR,10,1,20.0,22.0,34.0,21,20.0
2026-09-01 11:00:00+00:00,FR,11,1,21.0,20.0,22.0,20,20.0
2026-09-01 12:00:00+00:00,FR,12,1,20.0,21.0,20.0,20,21.0
2026-09-01 13:00:00+00:00,FR,13,1,20.0,20.0,21.0,21,23.0
2026-09-01 14:00:00+00:00,FR,14,1,21.0,20.0,20.0,23,28.0
2026-09-01 15:00:00+00:00,FR,15,1,23.0,21.0,20.0,28,47.0
2026-09-01 16:00:00+00:00,FR,16,1,28.0,23.0,21.0,47,55.0
2026-09-01 17:00:00+00:00,FR,17,1,47.0,28.0,23.0,55,54.0
2026-09-01 18:00:00+00:00,FR,18,1,55.0,47.0,28.0,54,53.0
2026-09-01 19:00:00+00:00,FR,19,1,54.0,55.0,47.0,53,54.0
2026-09-01 20:00:00+00:00,FR,20,1,53.0,54.0,55.0,54,55.0
2026-09-01 21:00:00+00:00,FR,21,1,54.0,53.0,54.0,55,59.0
2026-09-01 22:00:00+00:00,FR,22,1,55.0,54.0,53.0,59,55.0
2026-09-01 23:00:00+00:00,FR,23,1,59.0,55.0,54.0,55,50.0
2026-09-02 00:00:00+00:00,FR,0,2,55.0,59.0,55.0,50,49.0
2026-09-02 01:00:00+00:00,FR,1,2,50.0,55.0,59.0,49,50.0
2026-09-02 02:00:00+00:00,FR,2,2,49.0,50.0,55.0,50,50.0
2026-09-02 03:00:00+00:00,FR,3,2,50.0,49.0,50.0,50,55.0
2026-09-02 04:00:00+00:00,FR,4,2,50.0,50.0,49.0,55,53.0
2026-09-02 05:00:00+00:00,FR,5,2,55.0,50.0,50.0,53,52.0
2026-09-02 06:00:00+00:00,FR,6,2,53.0,55.0,50.0,52,43.0
2026-09-02 07:00:00+00:00,FR,7,2,52.0,53.0,55.0,43,27.0
2026-09-02 08:00:00+00:00,FR,8,2,43.0,52.0,53.0,27,24.0
2026-09-02 09:00:00+00:00,FR,9,2,27.0,43.0,52.0,24,24.0
2026-09-02 10:00:00+00:00,FR,10,2,24.0,27.0,43.0,24,23.0
2026-09-02 11:00:00+00:00,FR,11,2,24.0,24.0,27.0,23,23.0
2026-09-02 12:00:00+00:00,FR,12,2,23.0,24.0,24.0,23,23.0
2026-09-02 13:00:00+00:00,FR,13,2,23.0,23.0,24.0,23,23.0
2026-09-02 14:00:00+00:00,FR,14,2,23.0,23.0,23.0,23,30.0
2026-09-02 15:00:00+00:00,FR,15,2,23.0,23.0,23.0,30,46.0
2026-09-02 16:00:00+00:00,FR,16,2,30.0,23.0,23.0,46,55.0
2026-09-02 17:00:00+00:00,FR,17,2,46.0,30.0,23.0,55,53.0
2026-09-02 18:00:00+00:00,FR,18,2,55.0,46.0,30.0,53,53.0
2026-09-02 19:00:00+00:00,FR,19,2,53.0,55.0,46.0,53,57.0
2026-09-02 20:00:00+00:00,FR,20,2,53.0,53.0,55.0,57,53.0
2026-09-02 21:00:00+00:00,FR,21,2,57.0,53.0,53.0,53,53.0
2026-09-02 21:00:00+00:00,FR,21,2,53.0,57.0,53.0,53,39.0
2026-09-02 22:00:00+00:00,FR,22,2,53.0,53.0,57.0,39,27.0
2026-09-02 23:00:00+00:00,FR,23,2,39.0,53.0,53.0,27,18.0
2026-09-03 00:00:00+00:00,FR,0,3,27.0,39.0,53.0,18,18.0
2026-09-03 01:00:00+00:00,FR,1,3,18.0,27.0,39.0,18,18.0
2026-09-03 02:00:00+00:00,FR,2,3,18.0,18.0,27.0,18,21.0
2026-09-03 03:00:00+00:00,FR,3,3,18.0,18.0,18.0,21,27.0
2026-09-03 04:00:00+00:00,FR,4,3,21.0,18.0,18.0,27,30.0
2026-09-03 05:00:00+00:00,FR,5,3,27.0,21.0,18.0,30,27.0
2026-09-03 06:00:00+00:00,FR,6,3,30.0,27.0,21.0,27,22.0
2026-09-03 07:00:00+00:00,FR,7,3,27.0,30.0,27.0,22,22.0
2026-09-03 08:00:00+00:00,FR,8,3,22.0,27.0,30.0,22,22.0
2026-09-03 09:00:00+00:00,FR,9,3,22.0,22.0,27.0,22,20.0
2026-09-03 10:00:00+00:00,FR,10,3,22.0,22.0,22.0,20,20.0
2026-09-03 11:00:00+00:00,FR,11,3,20.0,22.0,22.0,20,20.0
2026-09-03 12:00:00+00:00,FR,12,3,20.0,20.0,22.0,20,21.0
2026-09-03 13:00:00+00:00,FR,13,3,20.0,20.0,20.0,21,22.0
2026-09-03 14:00:00+00:00,FR,14,3,21.0,20.0,20.0,22,23.0
2026-09-03 15:00:00+00:00,FR,15,3,22.0,21.0,20.0,23,28.0
2026-09-03 16:00:00+00:00,FR,16,3,23.0,22.0,21.0,28,39.0
2026-09-03 17:00:00+00:00,FR,17,3,28.0,23.0,22.0,39,41.0
2026-09-03 18:00:00+00:00,FR,18,3,39.0,28.0,23.0,41,42.0
2026-09-03 19:00:00+00:00,FR,19,3,41.0,39.0,28.0,42,43.0
2026-09-03 20:00:00+00:00,FR,20,3,42.0,41.0,39.0,43,36.0
2026-09-03 21:00:00+00:00,FR,21,3,43.0,42.0,41.0,36,24.0
2026-09-03 22:00:00+00:00,FR,22,3,36.0,43.0,42.0,24,19.0
2026-09-03 23:00:00+00:00,FR,23,3,24.0,36.0,43.0,19,17.0
2026-09-04 00:00:00+00:00,FR,0,4,19.0,24.0,36.0,17,17.0
2026-09-04 01:00:00+00:00,FR,1,4,17.0,19.0,24.0,17,17.0
2026-09-04 02:00:00+00:00,FR,2,4,17.0,17.0,19.0,17,18.0
2026-09-04 03:00:00+00:00,FR,3,4,17.0,17.0,17.0,18,22.0
2026-09-04 04:00:00+00:00,FR,4,4,18.0,17.0,17.0,22,26.0
2026-09-04 05:00:00+00:00,FR,5,4,22.0,18.0,17.0,26,23.0
2026-09-04 06:00:00+00:00,FR,6,4,26.0,22.0,18.0,23,19.0
2026-09-04 07:00:00+00:00,FR,7,4,23.0,26.0,22.0,19,20.0
2026-09-04 08:00:00+00:00,FR,8,4,19.0,23.0,26.0,20,20.0
2026-09-04 09:00:00+00:00,FR,9,4,20.0,19.0,23.0,20,21.0
2026-09-04 10:00:00+00:00,FR,10,4,20.0,20.0,19.0,21,21.0
2026-09-04 11:00:00+00:00,FR,11,4,21.0,20.0,20.0,21,21.0
2026-09-04 12:00:00+00:00,FR,12,4,21.0,21.0,20.0,21,22.0
2026-09-04 13:00:00+00:00,FR,13,4,21.0,21.0,21.0,22,22.0
2026-09-04 14:00:00+00:00,FR,14,4,22.0,21.0,21.0,22,22.0
2026-09-04 15:00:00+00:00,FR,15,4,22.0,22.0,21.0,22,25.0
2026-09-04 16:00:00+00:00,FR,16,4,22.0,22.0,22.0,25,27.0
2026-09-04 17:00:00+00:00,FR,17,4,25.0,22.0,22.0,27,26.0
2026-09-04 18:00:00+00:00,FR,18,4,27.0,25.0,22.0,26,24.0
2026-09-04 19:00:00+00:00,FR,19,4,26.0,27.0,25.0,24,25.0
2026-09-04 20:00:00+00:00,FR,20,4,24.0,26.0,27.0,25,24.0
2026-09-04 21:00:00+00:00,FR,21,4,25.0,24.0,26.0,24,23.0
2026-09-04 22:00:00+00:00,FR,22,4,24.0,25.0,24.0,23,24.0
2026-09-04 23:00:00+00:00,FR,23,4,23.0,24.0,25.0,24,22.0
2026-09-05 00:00:00+00:00,FR,0,5,24.0,23.0,24.0,22,22.0
2026-09-05 01:00:00+00:00,FR,1,5,22.0,24.0,23.0,22,22.0
2026-09-05 02:00:00+00:00,FR,2,5,22.0,22.0,24.0,22,21.0
2026-09-05 03:00:00+00:00,FR,3,5,22.0,22.0,22.0,21,23.0
2026-09-05 04:00:00+00:00,FR,4,5,21.0,22.0,22.0,23,24.0
2026-09-05 05:00:00+00:00,FR,5,5,23.0,21.0,22.0,24,22.0
2026-09-05 06:00:00+00:00,FR,6,5,24.0,23.0,21.0,22,24.0
2026-09-05 07:00:00+00:00,FR,7,5,22.0,24.0,23.0,24,23.0
2026-09-05 08:00:00+00:00,FR,8,5,24.0,22.0,24.0,23,22.0
2026-09-05 09:00:00+00:00,FR,9,5,23.0,24.0,22.0,22,23.0
2026-09-05 10:00:00+00:00,FR,10,5,22.0,23.0,24.0,23,25.0
2026-09-05 11:00:00+00:00,FR,11,5,23.0,22.0,23.0,25,27.0
2026-09-05 12:00:00+00:00,FR,12,5,25.0,23.0,22.0,27,24.0
2026-09-05 13:00:00+00:00,FR,13,5,27.0,25.0,23.0,24,25.0
2026-09-05 14:00:00+00:00,FR,14,5,24.0,27.0,25.0,25,26.0
2026-09-05 15:00:00+00:00,FR,15,5,25.0,24.0,27.0,26,28.0
2026-09-05 16:00:00+00:00,FR,16,5,26.0,25.0,24.0,28,37.0
2026-09-05 17:00:00+00:00,FR,17,5,28.0,26.0,25.0,37,42.0
2026-09-05 18:00:00+00:00,FR,18,5,37.0,28.0,26.0,42,38.0
2026-09-05 19:00:00+00:00,FR,19,5,42.0,37.0,28.0,38,36.0
2026-08-07 00:00:00+00:00,GB,0,4,230.0,235.0,251.0,204,193.0
2026-08-07 01:00:00+00:00,GB,1,4,204.0,230.0,235.0,193,199.0
2026-08-07 02:00:00+00:00,GB,2,4,193.0,204.0,230.0,199,209.0
2026-08-07 03:00:00+00:00,GB,3,4,199.0,193.0,204.0,209,224.0
2026-08-07 04:00:00+00:00,GB,4,4,209.0,199.0,193.0,224,212.0
2026-08-07 05:00:00+00:00,GB,5,4,224.0,209.0,199.0,212,171.0
2026-08-07 06:00:00+00:00,GB,6,4,212.0,224.0,209.0,171,135.0
2026-08-07 07:00:00+00:00,GB,7,4,171.0,212.0,224.0,135,109.0
2026-08-07 08:00:00+00:00,GB,8,4,135.0,171.0,212.0,109,96.0
2026-08-07 09:00:00+00:00,GB,9,4,109.0,135.0,171.0,96,98.0
2026-08-07 10:00:00+00:00,GB,10,4,96.0,109.0,135.0,98,95.0
2026-08-07 11:00:00+00:00,GB,11,4,98.0,96.0,109.0,95,99.0
2026-08-07 12:00:00+00:00,GB,12,4,95.0,98.0,96.0,99,93.0
2026-08-07 13:00:00+00:00,GB,13,4,99.0,95.0,98.0,93,99.0
2026-08-07 14:00:00+00:00,GB,14,4,93.0,99.0,95.0,99,119.0
2026-08-07 15:00:00+00:00,GB,15,4,99.0,93.0,99.0,119,162.0
2026-08-07 16:00:00+00:00,GB,16,4,119.0,99.0,93.0,162,205.0
2026-08-07 17:00:00+00:00,GB,17,4,162.0,119.0,99.0,205,258.0
2026-08-07 18:00:00+00:00,GB,18,4,205.0,162.0,119.0,258,267.0
2026-08-07 19:00:00+00:00,GB,19,4,258.0,205.0,162.0,267,251.0
2026-08-07 20:00:00+00:00,GB,20,4,267.0,258.0,205.0,251,238.0
2026-08-07 21:00:00+00:00,GB,21,4,251.0,267.0,258.0,238,215.0
2026-08-07 22:00:00+00:00,GB,22,4,238.0,251.0,267.0,215,192.0
2026-08-07 23:00:00+00:00,GB,23,4,215.0,238.0,251.0,192,168.0
2026-08-08 00:00:00+00:00,GB,0,5,192.0,215.0,238.0,168,165.0
2026-08-08 01:00:00+00:00,GB,1,5,168.0,192.0,215.0,165,163.0
2026-08-08 02:00:00+00:00,GB,2,5,165.0,168.0,192.0,163,166.0
2026-08-08 03:00:00+00:00,GB,3,5,163.0,165.0,168.0,166,165.0
2026-08-08 04:00:00+00:00,GB,4,5,166.0,163.0,165.0,165,143.0
2026-08-08 05:00:00+00:00,GB,5,5,165.0,166.0,163.0,143,123.0
2026-08-08 06:00:00+00:00,GB,6,5,143.0,165.0,166.0,123,97.0
2026-08-08 07:00:00+00:00,GB,7,5,123.0,143.0,165.0,97,91.0
2026-08-08 08:00:00+00:00,GB,8,5,97.0,123.0,143.0,91,82.0
2026-08-08 09:00:00+00:00,GB,9,5,91.0,97.0,123.0,82,78.0
2026-08-08 10:00:00+00:00,GB,10,5,82.0,91.0,97.0,78,75.0
2026-08-08 11:00:00+00:00,GB,11,5,78.0,82.0,91.0,75,75.0
2026-08-08 12:00:00+00:00,GB,12,5,75.0,78.0,82.0,75,85.0
2026-08-08 13:00:00+00:00,GB,13,5,75.0,75.0,78.0,85,99.0
2026-08-08 14:00:00+00:00,GB,14,5,85.0,75.0,75.0,99,100.0
2026-08-08 15:00:00+00:00,GB,15,5,99.0,85.0,75.0,100,123.0
2026-08-08 16:00:00+00:00,GB,16,5,100.0,99.0,85.0,123,177.0
2026-08-08 17:00:00+00:00,GB,17,5,123.0,100.0,99.0,177,200.0
2026-08-08 18:00:00+00:00,GB,18,5,177.0,123.0,100.0,200,196.0
2026-08-08 19:00:00+00:00,GB,19,5,200.0,177.0,123.0,196,190.0
2026-08-08 20:00:00+00:00,GB,20,5,196.0,200.0,177.0,190,178.0
2026-08-08 21:00:00+00:00,GB,21,5,190.0,196.0,200.0,178,155.0
2026-08-08 22:00:00+00:00,GB,22,5,178.0,190.0,196.0,155,133.0
2026-08-08 23:00:00+00:00,GB,23,5,155.0,178.0,190.0,133,108.0
2026-08-09 00:00:00+00:00,GB,0,6,133.0,155.0,178.0,108,105.0
2026-08-09 01:00:00+00:00,GB,1,6,108.0,133.0,155.0,105,115.0
2026-08-09 02:00:00+00:00,GB,2,6,105.0,108.0,133.0,115,117.0
2026-08-09 03:00:00+00:00,GB,3,6,115.0,105.0,108.0,117,123.0
2026-08-09 04:00:00+00:00,GB,4,6,117.0,115.0,105.0,123,106.0
2026-08-09 05:00:00+00:00,GB,5,6,123.0,117.0,115.0,106,96.0
2026-08-09 06:00:00+00:00,GB,6,6,106.0,123.0,117.0,96,87.0
2026-08-09 07:00:00+00:00,GB,7,6,96.0,106.0,123.0,87,89.0
2026-08-09 08:00:00+00:00,GB,8,6,87.0,96.0,106.0,89,80.0
2026-08-09 09:00:00+00:00,GB,9,6,89.0,87.0,96.0,80,81.0
2026-08-09 10:00:00+00:00,GB,10,6,80.0,89.0,87.0,81,81.0
2026-08-09 11:00:00+00:00,GB,11,6,81.0,80.0,89.0,81,79.0
2026-08-09 12:00:00+00:00,GB,12,6,81.0,81.0,80.0,79,81.0
2026-08-09 13:00:00+00:00,GB,13,6,79.0,81.0,81.0,81,88.0
2026-08-09 14:00:00+00:00,GB,14,6,81.0,79.0,81.0,88,110.0
2026-08-09 15:00:00+00:00,GB,15,6,88.0,81.0,79.0,110,156.0
2026-08-09 16:00:00+00:00,GB,16,6,110.0,88.0,81.0,156,210.0
2026-08-09 17:00:00+00:00,GB,17,6,156.0,110.0,88.0,210,247.0
2026-08-09 18:00:00+00:00,GB,18,6,210.0,156.0,110.0,247,255.0
2026-08-09 19:00:00+00:00,GB,19,6,247.0,210.0,156.0,255,238.0
2026-08-09 20:00:00+00:00,GB,20,6,255.0,247.0,210.0,238,224.0
2026-08-09 21:00:00+00:00,GB,21,6,238.0,255.0,247.0,224,215.0
2026-08-09 22:00:00+00:00,GB,22,6,224.0,238.0,255.0,215,209.0
2026-08-09 23:00:00+00:00,GB,23,6,215.0,224.0,238.0,209,192.0
2026-08-10 00:00:00+00:00,GB,0,0,209.0,215.0,224.0,192,187.0
2026-08-10 01:00:00+00:00,GB,1,0,192.0,209.0,215.0,187,195.0
2026-08-10 02:00:00+00:00,GB,2,0,187.0,192.0,209.0,195,200.0
2026-08-10 03:00:00+00:00,GB,3,0,195.0,187.0,192.0,200,208.0
2026-08-10 04:00:00+00:00,GB,4,0,200.0,195.0,187.0,208,218.0
2026-08-10 05:00:00+00:00,GB,5,0,208.0,200.0,195.0,218,198.0
2026-08-10 06:00:00+00:00,GB,6,0,218.0,208.0,200.0,198,163.0
2026-08-10 07:00:00+00:00,GB,7,0,198.0,218.0,208.0,163,128.0
2026-08-10 08:00:00+00:00,GB,8,0,163.0,198.0,218.0,128,103.0
2026-08-10 09:00:00+00:00,GB,9,0,128.0,163.0,198.0,103,92.0
2026-08-10 10:00:00+00:00,GB,10,0,103.0,128.0,163.0,92,87.0
2026-08-10 11:00:00+00:00,GB,11,0,92.0,103.0,128.0,87,87.0
2026-08-10 12:00:00+00:00,GB,12,0,87.0,92.0,103.0,87,89.0
2026-08-10 13:00:00+00:00,GB,13,0,87.0,87.0,92.0,89,103.0
2026-08-10 14:00:00+00:00,GB,14,0,89.0,87.0,87.0,103,135.0
2026-08-10 15:00:00+00:00,GB,15,0,103.0,89.0,87.0,135,191.0
2026-08-10 16:00:00+00:00,GB,16,0,135.0,103.0,89.0,191,222.0
2026-08-10 17:00:00+00:00,GB,17,0,191.0,135.0,103.0,222,254.0
2026-08-10 18:00:00+00:00,GB,18,0,222.0,191.0,135.0,254,261.0
2026-08-10 19:00:00+00:00,GB,19,0,254.0,222.0,191.0,261,267.0
2026-08-10 20:00:00+00:00,GB,20,0,261.0,254.0,222.0,267,257.0
2026-08-10 21:00:00+00:00,GB,21,0,267.0,261.0,254.0,257,240.0
2026-08-10 22:00:00+00:00,GB,22,0,257.0,267.0,261.0,240,228.0
2026-08-10 23:00:00+00:00,GB,23,0,240.0,257.0,267.0,228,215.0
2026-08-11 00:00:00+00:00,GB,0,1,228.0,240.0,257.0,215,215.0
2026-08-11 01:00:00+00:00,GB,1,1,215.0,228.0,240.0,215,209.0
2026-08-11 02:00:00+00:00,GB,2,1,215.0,215.0,228.0,209,215.0
2026-08-11 03:00:00+00:00,GB,3,1,209.0,215.0,215.0,215,210.0
2026-08-11 04:00:00+00:00,GB,4,1,215.0,209.0,215.0,210,211.0
2026-08-11 05:00:00+00:00,GB,5,1,210.0,215.0,209.0,211,193.0
2026-08-11 06:00:00+00:00,GB,6,1,211.0,210.0,215.0,193,163.0
2026-08-11 07:00:00+00:00,GB,7,1,193.0,211.0,210.0,163,126.0
2026-08-11 08:00:00+00:00,GB,8,1,163.0,193.0,211.0,126,91.0
2026-08-11 09:00:00+00:00,GB,9,1,126.0,163.0,193.0,91,78.0
2026-08-11 10:00:00+00:00,GB,10,1,91.0,126.0,163.0,78,76.0
2026-08-11 11:00:00+00:00,GB,11,1,78.0,91.0,126.0,76,74.0
2026-08-11 12:00:00+00:00,GB,12,1,76.0,78.0,91.0,74,83.0
2026-08-11 13:00:00+00:00,GB,13,1,74.0,76.0,78.0,83,95.0
2026-08-11 14:00:00+00:00,GB,14,1,83.0,74.0,76.0,95,110.0
2026-08-11 15:00:00+00:00,GB,15,1,95.0,83.0,74.0,110,180.0
2026-08-11 16:00:00+00:00,GB,16,1,110.0,95.0,83.0,180,221.0
2026-08-11 17:00:00+00:00,GB,17,1,180.0,110.0,95.0,221,250.0
2026-08-11 18:00:00+00:00,GB,18,1,221.0,180.0,110.0,250,242.0
2026-08-11 19:00:00+00:00,GB,19,1,250.0,221.0,180.0,242,222.0
2026-08-11 20:00:00+00:00,GB,20,1,242.0,250.0,221.0,222,209.0
2026-08-11 21:00:00+00:00,GB,21,1,222.0,242.0,250.0,209,199.0
2026-08-11 22:00:00+00:00,GB,22,1,209.0,222.0,242.0,199,183.0
2026-08-11 23:00:00+00:00,GB,23,1,199.0,209.0,222.0,183,178.0
2026-08-12 00:00:00+00:00,GB,0,2,183.0,199.0,209.0,178,171.0
2026-08-12 01:00:00+00:00,GB,1,2,178.0,183.0,199.0,171,170.0
2026-08-12 02:00:00+00:00,GB,2,2,171.0,178.0,183.0,170,168.0
2026-08-12 03:00:00+00:00,GB,3,2,170.0,171.0,178.0,168,183.0
2026-08-12 04:00:00+00:00,GB,4,2,168.0,170.0,171.0,183,190.0
2026-08-12 05:00:00+00:00,GB,5,2,183.0,168.0,170.0,190,275.0
2026-08-14 02:00:00+00:00,GB,2,4,190.0,183.0,168.0,275,278.0
2026-08-14 03:00:00+00:00,GB,3,4,275.0,190.0,183.0,278,284.0
2026-08-14 04:00:00+00:00,GB,4,4,278.0,275.0,190.0,284,269.0
2026-08-14 05:00:00+00:00,GB,5,4,284.0,278.0,275.0,269,233.0
2026-08-14 06:00:00+00:00,GB,6,4,269.0,284.0,278.0,233,199.0
2026-08-14 07:00:00+00:00,GB,7,4,233.0,269.0,284.0,199,171.0
2026-08-14 08:00:00+00:00,GB,8,4,199.0,233.0,269.0,171,145.0
2026-08-14 09:00:00+00:00,GB,9,4,171.0,199.0,233.0,145,132.0
2026-08-14 10:00:00+00:00,GB,10,4,145.0,171.0,199.0,132,127.0
2026-08-14 11:00:00+00:00,GB,11,4,132.0,145.0,171.0,127,127.0
2026-08-14 12:00:00+00:00,GB,12,4,127.0,132.0,145.0,127,129.0
2026-08-14 13:00:00+00:00,GB,13,4,127.0,127.0,132.0,129,143.0
2026-08-14 14:00:00+00:00,GB,14,4,129.0,127.0,127.0,143,178.0
2026-08-14 15:00:00+00:00,GB,15,4,143.0,129.0,127.0,178,220.0
2026-08-14 16:00:00+00:00,GB,16,4,178.0,143.0,129.0,220,247.0
2026-08-14 17:00:00+00:00,GB,17,4,220.0,178.0,143.0,247,271.0
2026-08-14 18:00:00+00:00,GB,18,4,247.0,220.0,178.0,271,271.0
2026-08-14 19:00:00+00:00,GB,19,4,271.0,247.0,220.0,271,268.0
2026-08-14 20:00:00+00:00,GB,20,4,271.0,271.0,247.0,268,264.0
2026-08-14 21:00:00+00:00,GB,21,4,268.0,271.0,271.0,264,247.0
2026-08-14 22:00:00+00:00,GB,22,4,264.0,268.0,271.0,247,232.0
2026-08-14 23:00:00+00:00,GB,23,4,247.0,264.0,268.0,232,221.0
2026-08-15 00:00:00+00:00,GB,0,5,232.0,247.0,264.0,221,214.0
2026-08-15 01:00:00+00:00,GB,1,5,221.0,232.0,247.0,214,193.0
2026-08-15 02:00:00+00:00,GB,2,5,214.0,221.0,232.0,193,191.0
2026-08-15 03:00:00+00:00,GB,3,5,193.0,214.0,221.0,191,194.0
2026-08-15 04:00:00+00:00,GB,4,5,191.0,193.0,214.0,194,182.0
2026-08-15 05:00:00+00:00,GB,5,5,194.0,191.0,193.0,182,133.0
2026-08-15 06:00:00+00:00,GB,6,5,182.0,194.0,191.0,133,112.0
2026-08-15 07:00:00+00:00,GB,7,5,133.0,182.0,194.0,112,109.0
2026-08-15 08:00:00+00:00,GB,8,5,112.0,133.0,182.0,109,96.0
2026-08-15 09:00:00+00:00,GB,9,5,109.0,112.0,133.0,96,91.0
2026-08-15 10:00:00+00:00,GB,10,5,96.0,109.0,112.0,91,87.0
2026-08-15 11:00:00+00:00,GB,11,5,91.0,96.0,109.0,87,84.0
2026-08-15 12:00:00+00:00,GB,12,5,87.0,91.0,96.0,84,85.0
2026-08-15 13:00:00+00:00,GB,13,5,84.0,87.0,91.0,85,91.0
2026-08-15 14:00:00+00:00,GB,14,5,85.0,84.0,87.0,91,126.0
2026-08-15 15:00:00+00:00,GB,15,5,91.0,85.0,84.0,126,182.0
2026-08-15 16:00:00+00:00,GB,16,5,126.0,91.0,85.0,182,222.0
2026-08-15 17:00:00+00:00,GB,17,5,182.0,126.0,91.0,222,254.0
2026-08-15 18:00:00+00:00,GB,18,5,222.0,182.0,126.0,254,254.0
2026-08-15 19:00:00+00:00,GB,19,5,254.0,222.0,182.0,254,247.0
2026-08-15 20:00:00+00:00,GB,20,5,254.0,254.0,222.0,247,244.0
2026-08-15 21:00:00+00:00,GB,21,5,247.0,254.0,254.0,244,244.0
2026-08-15 21:00:00+00:00,GB,21,5,244.0,247.0,254.0,244,245.0
2026-08-15 22:00:00+00:00,GB,22,5,244.0,244.0,247.0,245,255.0
2026-08-15 23:00:00+00:00,GB,23,5,245.0,244.0,244.0,255,254.0
2026-08-16 00:00:00+00:00,GB,0,6,255.0,245.0,244.0,254,255.0
2026-08-16 01:00:00+00:00,GB,1,6,254.0,255.0,245.0,255,244.0
2026-08-16 02:00:00+00:00,GB,2,6,255.0,254.0,255.0,244,245.0
2026-08-16 03:00:00+00:00,GB,3,6,244.0,255.0,254.0,245,254.0
2026-08-16 04:00:00+00:00,GB,4,6,245.0,244.0,255.0,254,236.0
2026-08-16 05:00:00+00:00,GB,5,6,254.0,245.0,244.0,236,206.0
2026-08-16 06:00:00+00:00,GB,6,6,236.0,254.0,245.0,206,186.0
2026-08-16 07:00:00+00:00,GB,7,6,206.0,236.0,254.0,186,170.0
2026-08-16 08:00:00+00:00,GB,8,6,186.0,206.0,236.0,170,158.0
2026-08-16 09:00:00+00:00,GB,9,6,170.0,186.0,206.0,158,150.0
2026-08-16 10:00:00+00:00,GB,10,6,158.0,170.0,186.0,150,133.0
2026-08-16 11:00:00+00:00,GB,11,6,150.0,158.0,170.0,133,121.0
2026-08-16 12:00:00+00:00,GB,12,6,133.0,150.0,158.0,121,123.0
