datetime,zone,hour,day_of_week,carbon_lag_1,carbon_lag_2,carbon_lag_3,carbon_intensity,target_carbon
2026-08-16 13:00:00+00:00,GB,13,6,121.0,133.0,150.0,123,146.0
2026-08-16 14:00:00+00:00,GB,14,6,123.0,121.0,133.0,146,188.0
2026-08-16 15:00:00+00:00,GB,15,6,146.0,123.0,121.0,188,245.0
2026-08-16 16:00:00+00:00,GB,16,6,188.0,146.0,123.0,245,276.0
2026-08-16 17:00:00+00:00,GB,17,6,245.0,188.0,146.0,276,312.0
2026-08-16 18:00:00+00:00,GB,18,6,276.0,245.0,188.0,312,320.0
2026-08-16 19:00:00+00:00,GB,19,6,312.0,276.0,245.0,320,302.0
2026-08-16 20:00:00+00:00,GB,20,6,320.0,312.0,276.0,302,304.0
2026-08-16 21:00:00+00:00,GB,21,6,302.0,320.0,312.0,304,317.0
2026-08-16 22:00:00+00:00,GB,22,6,304.0,302.0,320.0,317,306.0
2026-08-16 23:00:00+00:00,GB,23,6,317.0,304.0,302.0,306,305.0
2026-08-17 00:00:00+00:00,GB,0,0,306.0,317.0,304.0,305,297.0
2026-08-17 01:00:00+00:00,GB,1,0,305.0,306.0,317.0,297,301.0
2026-08-17 02:00:00+00:00,GB,2,0,297.0,305.0,306.0,301,315.0
2026-08-17 03:00:00+00:00,GB,3,0,301.0,297.0,305.0,315,324.0
2026-08-17 04:00:00+00:00,GB,4,0,315.0,301.0,297.0,324,323.0
2026-08-17 05:00:00+00:00,GB,5,0,324.0,315.0,301.0,323,302.0
2026-08-17 06:00:00+00:00,GB,6,0,323.0,324.0,315.0,302,286.0
2026-08-17 07:00:00+00:00,GB,7,0,302.0,323.0,324.0,286,252.0
2026-08-17 08:00:00+00:00,GB,8,0,286.0,302.0,323.0,252,244.0
2026-08-17 09:00:00+00:00,GB,9,0,252.0,286.0,302.0,244,241.0
2026-08-17 10:00:00+00:00,GB,10,0,244.0,252.0,286.0,241,234.0
2026-08-17 11:00:00+00:00,GB,11,0,241.0,244.0,252.0,234,230.0
2026-08-17 12:00:00+00:00,GB,12,0,234.0,241.0,244.0,230,241.0
2026-08-17 13:00:00+00:00,GB,13,0,230.0,234.0,241.0,241,234.0
2026-08-17 14:00:00+00:00,GB,14,0,241.0,230.0,234.0,234,236.0
2026-08-17 15:00:00+00:00,GB,15,0,234.0,241.0,230.0,236,258.0
2026-08-17 16:00:00+00:00,GB,16,0,236.0,234.0,241.0,258,280.0
2026-08-17 17:00:00+00:00,GB,17,0,258.0,236.0,234.0,280,301.0
2026-08-17 18:00:00+00:00,GB,18,0,280.0,258.0,236.0,301,297.0
2026-08-17 19:00:00+00:00,GB,19,0,301.0,280.0,258.0,297,277.0
2026-08-17 20:00:00+00:00,GB,20,0,297.0,301.0,280.0,277,260.0
2026-08-17 21:00:00+00:00,GB,21,0,277.0,297.0,301.0,260,251.0
2026-08-17 22:00:00+00:00,GB,22,0,260.0,277.0,297.0,251,247.0
2026-08-17 23:00:00+00:00,GB,23,0,251.0,260.0,277.0,247,232.0
2026-08-18 00:00:00+00:00,GB,0,1,247.0,251.0,260.0,232,212.0
2026-08-18 01:00:00+00:00,GB,1,1,232.0,247.0,251.0,212,215.0
2026-08-18 02:00:00+00:00,GB,2,1,212.0,232.0,247.0,215,225.0
2026-08-18 03:00:00+00:00,GB,3,1,215.0,212.0,232.0,225,228.0
2026-08-18 04:00:00+00:00,GB,4,1,225.0,215.0,212.0,228,224.0
2026-08-18 05:00:00+00:00,GB,5,1,228.0,225.0,215.0,224,220.0
2026-08-18 06:00:00+00:00,GB,6,1,224.0,228.0,225.0,220,206.0
2026-08-18 07:00:00+00:00,GB,7,1,220.0,224.0,228.0,206,180.0
2026-08-18 08:00:00+00:00,GB,8,1,206.0,220.0,224.0,180,159.0
2026-08-18 09:00:00+00:00,GB,9,1,180.0,206.0,220.0,159,148.0
2026-08-18 10:00:00+00:00,GB,10,1,159.0,180.0,206.0,148,141.0
2026-08-18 11:00:00+00:00,GB,11,1,148.0,159.0,180.0,141,134.0
2026-08-18 12:00:00+00:00,GB,12,1,141.0,148.0,159.0,134,138.0
2026-08-18 13:00:00+00:00,GB,13,1,134.0,141.0,148.0,138,147.0
2026-08-18 14:00:00+00:00,GB,14,1,138.0,134.0,141.0,147,189.0
2026-08-18 15:00:00+00:00,GB,15,1,147.0,138.0,134.0,189,215.0
2026-08-18 16:00:00+00:00,GB,16,1,189.0,147.0,138.0,215,242.0
2026-08-18 17:00:00+00:00,GB,17,1,215.0,189.0,147.0,242,279.0
2026-08-18 18:00:00+00:00,GB,18,1,242.0,215.0,189.0,279,281.0
2026-08-18 19:00:00+00:00,GB,19,1,279.0,242.0,215.0,281,263.0
2026-08-18 20:00:00+00:00,GB,20,1,281.0,279.0,242.0,263,263.0
2026-08-18 21:00:00+00:00,GB,21,1,263.0,281.0,279.0,263,273.0
2026-08-18 22:00:00+00:00,GB,22,1,263.0,263.0,281.0,273,271.0
2026-08-18 23:00:00+00:00,GB,23,1,273.0,263.0,263.0,271,270.0
2026-08-19 00:00:00+00:00,GB,0,2,271.0,273.0,263.0,270,268.0
2026-08-19 01:00:00+00:00,GB,1,2,270.0,271.0,273.0,268,266.0
2026-08-19 02:00:00+00:00,GB,2,2,268.0,270.0,271.0,266,264.0
2026-08-19 03:00:00+00:00,GB,3,2,266.0,268.0,270.0,264,271.0
2026-08-19 04:00:00+00:00,GB,4,2,264.0,266.0,268.0,271,275.0
2026-08-19 05:00:00+00:00,GB,5,2,271.0,264.0,266.0,275,253.0
2026-08-19 06:00:00+00:00,GB,6,2,275.0,271.0,264.0,253,225.0
2026-08-19 07:00:00+00:00,GB,7,2,253.0,275.0,271.0,225,197.0
2026-08-19 08:00:00+00:00,GB,8,2,225.0,253.0,275.0,197,175.0
2026-08-19 09:00:00+00:00,GB,9,2,197.0,225.0,253.0,175,171.0
2026-08-19 10:00:00+00:00,GB,10,2,175.0,197.0,225.0,171,176.0
2026-08-19 11:00:00+00:00,GB,11,2,171.0,175.0,197.0,176,163.0
2026-08-19 12:00:00+00:00,GB,12,2,176.0,171.0,175.0,163,169.0
2026-08-19 13:00:00+00:00,GB,13,2,163.0,176.0,171.0,169,170.0
2026-08-19 14:00:00+00:00,GB,14,2,169.0,163.0,176.0,170,205.0
2026-08-19 15:00:00+00:00,GB,15,2,170.0,169.0,163.0,205,230.0
2026-08-19 16:00:00+00:00,GB,16,2,205.0,170.0,169.0,230,252.0
2026-08-19 17:00:00+00:00,GB,17,2,230.0,205.0,170.0,252,268.0
2026-08-19 18:00:00+00:00,GB,18,2,252.0,230.0,205.0,268,269.0
2026-08-19 19:00:00+00:00,GB,19,2,268.0,252.0,230.0,269,268.0
2026-08-19 20:00:00+00:00,GB,20,2,269.0,268.0,252.0,268,283.0
2026-08-19 21:00:00+00:00,GB,21,2,268.0,269.0,268.0,283,260.0
2026-08-19 22:00:00+00:00,GB,22,2,283.0,268.0,269.0,260,239.0
2026-08-19 23:00:00+00:00,GB,23,2,260.0,283.0,268.0,239,240.0
2026-08-20 00:00:00+00:00,GB,0,3,239.0,260.0,283.0,240,241.0
2026-08-20 01:00:00+00:00,GB,1,3,240.0,239.0,260.0,241,246.0
2026-08-20 02:00:00+00:00,GB,2,3,241.0,240.0,239.0,246,249.0
2026-08-20 03:00:00+00:00,GB,3,3,246.0,241.0,240.0,249,255.0
2026-08-20 04:00:00+00:00,GB,4,3,249.0,246.0,241.0,255,246.0
2026-08-20 05:00:00+00:00,GB,5,3,255.0,249.0,246.0,246,218.0
2026-08-20 06:00:00+00:00,GB,6,3,246.0,255.0,249.0,218,173.0
2026-08-20 07:00:00+00:00,GB,7,3,218.0,246.0,255.0,173,125.0
2026-08-20 08:00:00+00:00,GB,8,3,173.0,218.0,246.0,125,114.0
2026-08-20 09:00:00+00:00,GB,9,3,125.0,173.0,218.0,114,111.0
2026-08-20 10:00:00+00:00,GB,10,3,114.0,125.0,173.0,111,105.0
2026-08-20 11:00:00+00:00,GB,11,3,111.0,114.0,125.0,105,101.0
2026-08-20 12:00:00+00:00,GB,12,3,105.0,111.0,114.0,101,106.0
2026-08-20 13:00:00+00:00,GB,13,3,101.0,105.0,111.0,106,120.0
2026-08-20 14:00:00+00:00,GB,14,3,106.0,101.0,105.0,120,153.0
2026-08-20 15:00:00+00:00,GB,15,3,120.0,106.0,101.0,153,210.0
2026-08-20 16:00:00+00:00,GB,16,3,153.0,120.0,106.0,210,229.0
2026-08-20 17:00:00+00:00,GB,17,3,210.0,153.0,120.0,229,248.0
2026-08-20 18:00:00+00:00,GB,18,3,229.0,210.0,153.0,248,261.0
2026-08-20 19:00:00+00:00,GB,19,3,248.0,229.0,210.0,261,259.0
2026-08-20 20:00:00+00:00,GB,20,3,261.0,248.0,229.0,259,264.0
2026-08-20 21:00:00+00:00,GB,21,3,259.0,261.0,248.0,264,249.0
2026-08-20 22:00:00+00:00,GB,22,3,264.0,259.0,261.0,249,227.0
2026-08-20 23:00:00+00:00,GB,23,3,249.0,264.0,259.0,227,216.0
2026-08-21 00:00:00+00:00,GB,0,4,227.0,249.0,264.0,216,215.0
2026-08-21 01:00:00+00:00,GB,1,4,216.0,227.0,249.0,215,220.0
2026-08-21 02:00:00+00:00,GB,2,4,215.0,216.0,227.0,220,232.0
2026-08-21 03:00:00+00:00,GB,3,4,220.0,215.0,216.0,232,234.0
2026-08-21 04:00:00+00:00,GB,4,4,232.0,220.0,215.0,234,230.0
2026-08-21 05:00:00+00:00,GB,5,4,234.0,232.0,220.0,230,212.0
2026-08-21 06:00:00+00:00,GB,6,4,230.0,234.0,232.0,212,179.0
2026-08-21 07:00:00+00:00,GB,7,4,212.0,230.0,234.0,179,139.0
2026-08-21 08:00:00+00:00,GB,8,4,179.0,212.0,230.0,139,121.0
2026-08-21 09:00:00+00:00,GB,9,4,139.0,179.0,212.0,121,116.0
2026-08-21 10:00:00+00:00,GB,10,4,121.0,139.0,179.0,116,113.0
2026-08-21 11:00:00+00:00,GB,11,4,116.0,121.0,139.0,113,114.0
2026-08-21 12:00:00+00:00,GB,12,4,113.0,116.0,121.0,114,118.0
2026-08-21 13:00:00+00:00,GB,13,4,114.0,113.0,116.0,118,126.0
2026-08-21 14:00:00+00:00,GB,14,4,118.0,114.0,113.0,126,142.0
2026-08-21 15:00:00+00:00,GB,15,4,126.0,118.0,114.0,142,179.0
2026-08-21 16:00:00+00:00,GB,16,4,142.0,126.0,118.0,179,204.0
2026-08-21 17:00:00+00:00,GB,17,4,179.0,142.0,126.0,204,221.0
2026-08-21 18:00:00+00:00,GB,18,4,204.0,179.0,142.0,221,223.0
2026-08-21 19:00:00+00:00,GB,19,4,221.0,204.0,179.0,223,208.0
2026-08-21 20:00:00+00:00,GB,20,4,223.0,221.0,204.0,208,195.0
2026-08-21 21:00:00+00:00,GB,21,4,208.0,223.0,221.0,195,143.0
2026-08-21 22:00:00+00:00,GB,22,4,195.0,208.0,223.0,143,119.0
2026-08-21 23:00:00+00:00,GB,23,4,143.0,195.0,208.0,119,104.0
2026-08-22 00:00:00+00:00,GB,0,5,119.0,143.0,195.0,104,98.0
2026-08-22 01:00:00+00:00,GB,1,5,104.0,119.0,143.0,98,94.0
2026-08-22 02:00:00+00:00,GB,2,5,98.0,104.0,119.0,94,99.0
2026-08-22 03:00:00+00:00,GB,3,5,94.0,98.0,104.0,99,103.0
2026-08-22 04:00:00+00:00,GB,4,5,99.0,94.0,98.0,103,102.0
2026-08-22 05:00:00+00:00,GB,5,5,103.0,99.0,94.0,102,95.0
2026-08-22 06:00:00+00:00,GB,6,5,102.0,103.0,99.0,95,84.0
2026-08-22 07:00:00+00:00,GB,7,5,95.0,102.0,103.0,84,79.0
2026-08-22 08:00:00+00:00,GB,8,5,84.0,95.0,102.0,79,76.0
2026-08-22 09:00:00+00:00,GB,9,5,79.0,84.0,95.0,76,73.0
2026-08-22 10:00:00+00:00,GB,10,5,76.0,79.0,84.0,73,72.0
2026-08-22 11:00:00+00:00,GB,11,5,73.0,76.0,79.0,72,72.0
2026-08-22 12:00:00+00:00,GB,12,5,72.0,73.0,76.0,72,74.0
2026-08-22 13:00:00+00:00,GB,13,5,72.0,72.0,73.0,74,76.0
2026-08-22 14:00:00+00:00,GB,14,5,74.0,72.0,72.0,76,87.0
2026-08-22 15:00:00+00:00,GB,15,5,76.0,74.0,72.0,87,106.0
2026-08-22 16:00:00+00:00,GB,16,5,87.0,76.0,74.0,106,141.0
2026-08-22 17:00:00+00:00,GB,17,5,106.0,87.0,76.0,141,172.0
2026-08-22 18:00:00+00:00,GB,18,5,141.0,106.0,87.0,172,195.0
2026-08-22 19:00:00+00:00,GB,19,5,172.0,141.0,106.0,195,189.0
2026-08-22 20:00:00+00:00,GB,20,5,195.0,172.0,141.0,189,182.0
2026-08-22 21:00:00+00:00,GB,21,5,189.0,195.0,172.0,182,160.0
2026-08-22 22:00:00+00:00,GB,22,5,182.0,189.0,195.0,160,146.0
2026-08-22 23:00:00+00:00,GB,23,5,160.0,182.0,189.0,146,140.0
2026-08-23 00:00:00+00:00,GB,0,6,146.0,160.0,182.0,140,140.0
2026-08-23 01:00:00+00:00,GB,1,6,140.0,146.0,160.0,140,133.0
2026-08-23 02:00:00+00:00,GB,2,6,140.0,140.0,146.0,133,136.0
2026-08-23 03:00:00+00:00,GB,3,6,133.0,140.0,140.0,136,136.0
2026-08-23 04:00:00+00:00,GB,4,6,136.0,133.0,140.0,136,132.0
2026-08-23 05:00:00+00:00,GB,5,6,136.0,136.0,133.0,132,119.0
2026-08-23 06:00:00+00:00,GB,6,6,132.0,136.0,136.0,119,105.0
2026-08-23 07:00:00+00:00,GB,7,6,119.0,132.0,136.0,105,96.0
2026-08-23 08:00:00+00:00,GB,8,6,105.0,119.0,132.0,96,86.0
2026-08-23 09:00:00+00:00,GB,9,6,96.0,105.0,119.0,86,91.0
2026-08-23 10:00:00+00:00,GB,10,6,86.0,96.0,105.0,91,91.0
2026-08-23 11:00:00+00:00,GB,11,6,91.0,86.0,96.0,91,94.0
2026-08-23 12:00:00+00:00,GB,12,6,91.0,91.0,86.0,94,93.0
2026-08-23 13:00:00+00:00,GB,13,6,94.0,91.0,91.0,93,97.0
2026-08-23 14:00:00+00:00,GB,14,6,93.0,94.0,91.0,97,127.0
2026-08-23 15:00:00+00:00,GB,15,6,97.0,93.0,94.0,127,170.0
2026-08-23 16:00:00+00:00,GB,16,6,127.0,97.0,93.0,170,210.0
2026-08-23 17:00:00+00:00,GB,17,6,170.0,127.0,97.0,210,251.0
2026-08-23 18:00:00+00:00,GB,18,6,210.0,170.0,127.0,251,242.0
2026-08-23 19:00:00+00:00,GB,19,6,251.0,210.0,170.0,242,228.0
2026-08-23 20:00:00+00:00,GB,20,6,242.0,251.0,210.0,228,216.0
2026-08-23 21:00:00+00:00,GB,21,6,228.0,242.0,251.0,216,205.0
2026-08-23 22:00:00+00:00,GB,22,6,216.0,228.0,242.0,205,201.0
2026-08-23 23:00:00+00:00,GB,23,6,205.0,216.0,228.0,201,198.0
2026-08-24 00:00:00+00:00,GB,0,0,201.0,205.0,216.0,198,195.0
2026-08-24 01:00:00+00:00,GB,1,0,198.0,201.0,205.0,195,199.0
2026-08-24 02:00:00+00:00,GB,2,0,195.0,198.0,201.0,199,196.0
2026-08-24 03:00:00+00:00,GB,3,0,199.0,195.0,198.0,196,207.0
2026-08-24 04:00:00+00:00,GB,4,0,196.0,199.0,195.0,207,214.0
2026-08-24 05:00:00+00:00,GB,5,0,207.0,196.0,199.0,214,201.0
2026-08-24 06:00:00+00:00,GB,6,0,214.0,207.0,196.0,201,170.0
2026-08-24 07:00:00+00:00,GB,7,0,201.0,214.0,207.0,170,138.0
2026-08-24 08:00:00+00:00,GB,8,0,170.0,201.0,214.0,138,110.0
2026-08-24 09:00:00+00:00,GB,9,0,138.0,170.0,201.0,110,98.0
2026-08-24 10:00:00+00:00,GB,10,0,110.0,138.0,170.0,98,88.0
2026-08-24 11:00:00+00:00,GB,11,0,98.0,110.0,138.0,88,85.0
2026-08-24 12:00:00+00:00,GB,12,0,88.0,98.0,110.0,85,83.0
2026-08-24 13:00:00+00:00,GB,13,0,85.0,88.0,98.0,83,80.0
2026-08-24 14:00:00+00:00,GB,14,0,83.0,85.0,88.0,80,106.0
2026-08-24 15:00:00+00:00,GB,15,0,80.0,83.0,85.0,106,145.0
2026-08-24 16:00:00+00:00,GB,16,0,106.0,80.0,83.0,145,186.0
2026-08-24 17:00:00+00:00,GB,17,0,145.0,106.0,80.0,186,201.0
2026-08-24 18:00:00+00:00,GB,18,0,186.0,145.0,106.0,201,176.0
2026-08-24 19:00:00+00:00,GB,19,0,201.0,186.0,145.0,176,155.0
2026-08-24 20:00:00+00:00,GB,20,0,176.0,201.0,186.0,155,135.0
2026-08-24 21:00:00+00:00,GB,21,0,155.0,176.0,201.0,135,135.0
2026-08-24 21:00:00+00:00,GB,21,0,135.0,155.0,176.0,135,110.0
2026-08-24 22:00:00+00:00,GB,22,0,135.0,135.0,155.0,110,104.0
2026-08-24 23:00:00+00:00,GB,23,0,110.0,135.0,135.0,104,108.0
2026-08-25 00:00:00+00:00,GB,0,1,104.0,110.0,135.0,108,108.0
2026-08-25 01:00:00+00:00,GB,1,1,108.0,104.0,110.0,108,103.0
2026-08-25 02:00:00+00:00,GB,2,1,108.0,108.0,104.0,103,101.0
2026-08-25 03:00:00+00:00,GB,3,1,103.0,108.0,108.0,101,110.0
2026-08-25 04:00:00+00:00,GB,4,1,101.0,103.0,108.0,110,121.0
2026-08-25 05:00:00+00:00,GB,5,1,110.0,101.0,103.0,121,126.0
2026-08-25 06:00:00+00:00,GB,6,1,121.0,110.0,101.0,126,106.0
2026-08-25 07:00:00+00:00,GB,7,1,126.0,121.0,110.0,106,94.0
2026-08-25 08:00:00+00:00,GB,8,1,106.0,126.0,121.0,94,86.0
2026-08-25 09:00:00+00:00,GB,9,1,94.0,106.0,126.0,86,83.0
2026-08-25 10:00:00+00:00,GB,10,1,86.0,94.0,106.0,83,80.0
2026-08-25 11:00:00+00:00,GB,11,1,83.0,86.0,94.0,80,72.0
2026-08-25 12:00:00+00:00,GB,12,1,80.0,83.0,86.0,72,73.0
2026-08-25 13:00:00+00:00,GB,13,1,72.0,80.0,83.0,73,77.0
2026-08-25 14:00:00+00:00,GB,14,1,73.0,72.0,80.0,77,94.0
2026-08-25 15:00:00+00:00,GB,15,1,77.0,73.0,72.0,94,143.0
2026-08-25 16:00:00+00:00,GB,16,1,94.0,77.0,73.0,143,181.0
2026-08-25 17:00:00+00:00,GB,17,1,143.0,94.0,77.0,181,190.0
2026-08-25 18:00:00+00:00,GB,18,1,181.0,143.0,94.0,190,178.0
2026-08-25 19:00:00+00:00,GB,19,1,190.0,181.0,143.0,178,170.0
2026-08-25 20:00:00+00:00,GB,20,1,178.0,190.0,181.0,170,160.0
2026-08-25 21:00:00+00:00,GB,21,1,170.0,178.0,190.0,160,139.0
2026-08-25 22:00:00+00:00,GB,22,1,160.0,170.0,178.0,139,135.0
2026-08-25 23:00:00+00:00,GB,23,1,139.0,160.0,170.0,135,136.0
2026-08-26 00:00:00+00:00,GB,0,2,135.0,139.0,160.0,136,133.0
2026-08-26 01:00:00+00:00,GB,1,2,136.0,135.0,139.0,133,139.0
2026-08-26 02:00:00+00:00,GB,2,2,133.0,136.0,135.0,139,141.0
2026-08-26 03:00:00+00:00,GB,3,2,139.0,133.0,136.0,141,159.0
2026-08-26 04:00:00+00:00,GB,4,2,141.0,139.0,133.0,159,190.0
2026-08-26 05:00:00+00:00,GB,5,2,159.0,141.0,139.0,190,178.0
2026-08-26 06:00:00+00:00,GB,6,2,190.0,159.0,141.0,178,148.0
2026-08-26 07:00:00+00:00,GB,7,2,178.0,190.0,159.0,148,132.0
2026-08-26 08:00:00+00:00,GB,8,2,148.0,178.0,190.0,132,110.0
2026-08-26 09:00:00+00:00,GB,9,2,132.0,148.0,178.0,110,101.0
2026-08-26 10:00:00+00:00,GB,10,2,110.0,132.0,148.0,101,97.0
2026-08-26 11:00:00+00:00,GB,11,2,101.0,110.0,132.0,97,95.0
2026-08-26 12:00:00+00:00,GB,12,2,97.0,101.0,110.0,95,97.0
2026-08-26 13:00:00+00:00,GB,13,2,95.0,97.0,101.0,97,105.0
2026-08-26 14:00:00+00:00,GB,14,2,97.0,95.0,97.0,105,132.0
2026-08-26 15:00:00+00:00,GB,15,2,105.0,97.0,95.0,132,172.0
2026-08-26 16:00:00+00:00,GB,16,2,132.0,105.0,97.0,172,196.0
2026-08-26 17:00:00+00:00,GB,17,2,172.0,132.0,105.0,196,198.0
2026-08-26 18:00:00+00:00,GB,18,2,196.0,172.0,132.0,198,198.0
2026-08-26 19:00:00+00:00,GB,19,2,198.0,196.0,172.0,198,189.0
2026-08-26 20:00:00+00:00,GB,20,2,198.0,198.0,196.0,189,174.0
2026-08-26 21:00:00+00:00,GB,21,2,189.0,198.0,198.0,174,143.0
2026-08-26 22:00:00+00:00,GB,22,2,174.0,189.0,198.0,143,130.0
2026-08-26 23:00:00+00:00,GB,23,2,143.0,174.0,189.0,130,124.0
2026-08-27 00:00:00+00:00,GB,0,3,130.0,143.0,174.0,124,131.0
2026-08-27 01:00:00+00:00,GB,1,3,124.0,130.0,143.0,131,130.0
2026-08-27 02:00:00+00:00,GB,2,3,131.0,124.0,130.0,130,131.0
2026-08-27 03:00:00+00:00,GB,3,3,130.0,131.0,124.0,131,151.0
2026-08-27 04:00:00+00:00,GB,4,3,131.0,130.0,131.0,151,171.0
2026-08-27 05:00:00+00:00,GB,5,3,151.0,131.0,130.0,171,183.0
2026-08-27 06:00:00+00:00,GB,6,3,171.0,151.0,131.0,183,177.0
2026-08-27 07:00:00+00:00,GB,7,3,183.0,171.0,151.0,177,163.0
2026-08-27 08:00:00+00:00,GB,8,3,177.0,183.0,171.0,163,161.0
2026-08-27 09:00:00+00:00,GB,9,3,163.0,177.0,183.0,161,163.0
2026-08-27 10:00:00+00:00,GB,10,3,161.0,163.0,177.0,163,159.0
2026-08-27 11:00:00+00:00,GB,11,3,163.0,161.0,163.0,159,156.0
2026-08-27 12:00:00+00:00,GB,12,3,159.0,163.0,161.0,156,160.0
2026-08-27 13:00:00+00:00,GB,13,3,156.0,159.0,163.0,160,180.0
2026-08-27 14:00:00+00:00,GB,14,3,160.0,156.0,159.0,180,203.0
2026-08-27 15:00:00+00:00,GB,15,3,180.0,160.0,156.0,203,230.0
2026-08-27 16:00:00+00:00,GB,16,3,203.0,180.0,160.0,230,277.0
2026-08-27 17:00:00+00:00,GB,17,3,230.0,203.0,180.0,277,288.0
2026-08-27 18:00:00+00:00,GB,18,3,277.0,230.0,203.0,288,278.0
2026-08-27 19:00:00+00:00,GB,19,3,288.0,277.0,230.0,278,280.0
2026-08-27 20:00:00+00:00,GB,20,3,278.0,288.0,277.0,280,277.0
2026-08-27 21:00:00+00:00,GB,21,3,280.0,278.0,288.0,277,240.0
2026-08-27 22:00:00+00:00,GB,22,3,277.0,280.0,278.0,240,221.0
2026-08-27 23:00:00+00:00,GB,23,3,240.0,277.0,280.0,221,194.0
2026-08-28 00:00:00+00:00,GB,0,4,221.0,240.0,277.0,194,188.0
2026-08-28 01:00:00+00:00,GB,1,4,194.0,221.0,240.0,188,185.0
2026-08-28 02:00:00+00:00,GB,2,4,188.0,194.0,221.0,185,212.0
2026-08-28 03:00:00+00:00,GB,3,4,185.0,188.0,194.0,212,218.0
2026-08-28 04:00:00+00:00,GB,4,4,212.0,185.0,188.0,218,213.0
2026-08-28 05:00:00+00:00,GB,5,4,218.0,212.0,185.0,213,188.0
2026-08-28 06:00:00+00:00,GB,6,4,213.0,218.0,212.0,188,167.0
2026-08-28 07:00:00+00:00,GB,7,4,188.0,213.0,218.0,167,138.0
2026-08-28 08:00:00+00:00,GB,8,4,167.0,188.0,213.0,138,111.0
2026-08-28 09:00:00+00:00,GB,9,4,138.0,167.0,188.0,111,97.0
2026-08-28 10:00:00+00:00,GB,10,4,111.0,138.0,167.0,97,96.0
2026-08-28 11:00:00+00:00,GB,11,4,97.0,111.0,138.0,96,83.0
2026-08-28 12:00:00+00:00,GB,12,4,96.0,97.0,111.0,83,84.0
2026-08-28 13:00:00+00:00,GB,13,4,83.0,96.0,97.0,84,82.0
2026-08-28 14:00:00+00:00,GB,14,4,84.0,83.0,96.0,82,94.0
2026-08-28 15:00:00+00:00,GB,15,4,82.0,84.0,83.0,94,107.0
2026-08-28 16:00:00+00:00,GB,16,4,94.0,82.0,84.0,107,141.0
2026-08-28 17:00:00+00:00,GB,17,4,107.0,94.0,82.0,141,153.0
2026-08-28 18:00:00+00:00,GB,18,4,141.0,107.0,94.0,153,141.0
2026-08-28 19:00:00+00:00,GB,19,4,153.0,141.0,107.0,141,132.0
2026-08-28 20:00:00+00:00,GB,20,4,141.0,153.0,141.0,132,114.0
2026-08-28 21:00:00+00:00,GB,21,4,132.0,141.0,153.0,114,94.0
2026-08-28 22:00:00+00:00,GB,22,4,114.0,132.0,141.0,94,89.0
2026-08-28 23:00:00+00:00,GB,23,4,94.0,114.0,132.0,89,83.0
2026-08-29 00:00:00+00:00,GB,0,5,89.0,94.0,114.0,83,79.0
2026-08-29 01:00:00+00:00,GB,1,5,83.0,89.0,94.0,79,75.0
2026-08-29 02:00:00+00:00,GB,2,5,79.0,83.0,89.0,75,76.0
2026-08-29 03:00:00+00:00,GB,3,5,75.0,79.0,83.0,76,81.0
2026-08-29 04:00:00+00:00,GB,4,5,76.0,75.0,79.0,81,90.0
2026-08-29 05:00:00+00:00,GB,5,5,81.0,76.0,75.0,90,95.0
2026-08-29 06:00:00+00:00,GB,6,5,90.0,81.0,76.0,95,117.0
2026-08-29 07:00:00+00:00,GB,7,5,95.0,90.0,81.0,117,133.0
2026-08-29 08:00:00+00:00,GB,8,5,117.0,95.0,90.0,133,144.0
2026-08-29 09:00:00+00:00,GB,9,5,133.0,117.0,95.0,144,144.0
2026-08-29 10:00:00+00:00,GB,10,5,144.0,133.0,117.0,144,145.0
2026-08-29 11:00:00+00:00,GB,11,5,144.0,144.0,133.0,145,143.0
2026-08-29 12:00:00+00:00,GB,12,5,145.0,144.0,144.0,143,147.0
2026-08-29 13:00:00+00:00,GB,13,5,143.0,145.0,144.0,147,150.0
2026-08-29 14:00:00+00:00,GB,14,5,147.0,143.0,145.0,150,165.0
2026-08-29 15:00:00+00:00,GB,15,5,150.0,147.0,143.0,165,187.0
2026-08-29 16:00:00+00:00,GB,16,5,165.0,150.0,147.0,187,204.0
2026-08-29 17:00:00+00:00,GB,17,5,187.0,165.0,150.0,204,205.0
2026-08-29 18:00:00+00:00,GB,18,5,204.0,187.0,165.0,205,197.0
2026-08-29 19:00:00+00:00,GB,19,5,205.0,204.0,187.0,197,174.0
2026-08-29 20:00:00+00:00,GB,20,5,197.0,205.0,204.0,174,153.0
2026-08-29 21:00:00+00:00,GB,21,5,174.0,197.0,205.0,153,148.0
2026-08-29 22:00:00+00:00,GB,22,5,153.0,174.0,197.0,148,142.0
2026-08-29 23:00:00+00:00,GB,23,5,148.0,153.0,174.0,142,136.0
2026-08-30 00:00:00+00:00,GB,0,6,142.0,148.0,153.0,136,129.0
2026-08-30 01:00:00+00:00,GB,1,6,136.0,142.0,148.0,129,121.0
2026-08-30 02:00:00+00:00,GB,2,6,129.0,136.0,142.0,121,120.0
2026-08-30 03:00:00+00:00,GB,3,6,121.0,129.0,136.0,120,118.0
2026-08-30 04:00:00+00:00,GB,4,6,120.0,121.0,129.0,118,113.0
2026-08-30 05:00:00+00:00,GB,5,6,118.0,120.0,121.0,113,120.0
2026-08-30 06:00:00+00:00,GB,6,6,113.0,118.0,120.0,120,128.0
