datetime,zone,carbon_intensity
2026-09-02T03:00:00.000Z,DE,410
2026-09-02T04:00:00.000Z,DE,392
2026-09-02T05:00:00.000Z,DE,365
2026-09-02T06:00:00.000Z,DE,343
2026-09-02T07:00:00.000Z,DE,309
2026-09-02T08:00:00.000Z,DE,261
2026-09-02T09:00:00.000Z,DE,214
2026-09-02T10:00:00.000Z,DE,193
2026-09-02T11:00:00.000Z,DE,188
2026-09-02T12:00:00.000Z,DE,194
2026-09-02T13:00:00.000Z,DE,214
2026-09-02T14:00:00.000Z,DE,251
2026-09-02T15:00:00.000Z,DE,315
2026-09-02T16:00:00.000Z,DE,375
2026-09-02T17:00:00.000Z,DE,417
2026-09-02T18:00:00.000Z,DE,430
2026-09-02T19:00:00.000Z,DE,439
2026-09-02T20:00:00.000Z,DE,457
2026-09-02T21:00:00.000Z,DE,470
2026-09-02T21:00:00.000Z,DE,470
2026-09-02T22:00:00.000Z,DE,445
2026-09-02T23:00:00.000Z,DE,419
2026-09-03T00:00:00.000Z,DE,406
2026-09-03T01:00:00.000Z,DE,419
2026-09-03T02:00:00.000Z,DE,408
2026-09-03T03:00:00.000Z,DE,385
2026-09-03T04:00:00.000Z,DE,348
2026-09-03T05:00:00.000Z,DE,314
2026-09-03T06:00:00.000Z,DE,266
2026-09-03T07:00:00.000Z,DE,223
2026-09-03T08:00:00.000Z,DE,178
2026-09-03T09:00:00.000Z,DE,149
2026-09-03T10:00:00.000Z,DE,142
2026-09-03T11:00:00.000Z,DE,138
2026-09-03T12:00:00.000Z,DE,133
2026-09-03T13:00:00.000Z,DE,136
2026-09-03T14:00:00.000Z,DE,156
2026-09-03T15:00:00.000Z,DE,196
2026-09-03T16:00:00.000Z,DE,235
2026-09-03T17:00:00.000Z,DE,260
2026-09-03T18:00:00.000Z,DE,275
2026-09-03T19:00:00.000Z,DE,279
2026-09-03T20:00:00.000Z,DE,278
2026-09-03T21:00:00.000Z,DE,280
2026-09-03T22:00:00.000Z,DE,289
2026-09-03T23:00:00.000Z,DE,297
2026-09-04T00:00:00.000Z,DE,301
2026-09-04T01:00:00.000Z,DE,300
2026-09-04T02:00:00.000Z,DE,291
2026-09-04T03:00:00.000Z,DE,291
2026-09-04T04:00:00.000Z,DE,275
2026-09-04T05:00:00.000Z,DE,262
2026-09-04T06:00:00.000Z,DE,240
2026-09-04T07:00:00.000Z,DE,193
2026-09-04T08:00:00.000Z,DE,131
2026-09-04T09:00:00.000Z,DE,100
2026-09-04T10:00:00.000Z,DE,100
2026-09-04T11:00:00.000Z,DE,99
2026-09-04T12:00:00.000Z,DE,110
2026-09-04T13:00:00.000Z,DE,113
2026-09-04T14:00:00.000Z,DE,117
2026-09-04T15:00:00.000Z,DE,127
2026-09-04T16:00:00.000Z,DE,153
2026-09-04T17:00:00.000Z,DE,188
2026-09-04T18:00:00.000Z,DE,204
2026-09-04T19:00:00.000Z,DE,203
2026-09-04T20:00:00.000Z,DE,205
2026-09-04T21:00:00.000Z,DE,215
2026-09-04T22:00:00.000Z,DE,228
2026-09-04T23:00:00.000Z,DE,235
2026-09-05T00:00:00.000Z,DE,240
2026-09-05T01:00:00.000Z,DE,238
2026-09-05T02:00:00.000Z,DE,228
2026-09-05T03:00:00.000Z,DE,225
2026-09-05T04:00:00.000Z,DE,215
2026-09-05T05:00:00.000Z,DE,214
2026-09-05T06:00:00.000Z,DE,197
2026-09-05T07:00:00.000Z,DE,162
2026-09-05T08:00:00.000Z,DE,134
2026-09-05T09:00:00.000Z,DE,124
2026-09-05T10:00:00.000Z,DE,123
2026-09-05T11:00:00.000Z,DE,122
2026-09-05T12:00:00.000Z,DE,123
2026-09-05T13:00:00.000Z,DE,128
2026-09-05T14:00:00.000Z,DE,133
2026-09-05T15:00:00.000Z,DE,144
2026-09-05T16:00:00.000Z,DE,184
2026-09-05T17:00:00.000Z,DE,241
2026-09-05T18:00:00.000Z,DE,269
2026-09-05T19:00:00.000Z,DE,262
2026-09-05T20:00:00.000Z,DE,263
2026-08-06T21:00:00.000Z,FR,41
2026-08-06T22:00:00.000Z,FR,39
2026-08-06T23:00:00.000Z,FR,35
2026-08-07T00:00:00.000Z,FR,31
2026-08-07T01:00:00.000Z,FR,28
2026-08-07T02:00:00.000Z,FR,26
2026-08-07T03:00:00.000Z,FR,25
2026-08-07T04:00:00.000Z,FR,27
2026-08-07T05:00:00.000Z,FR,28
2026-08-07T06:00:00.000Z,FR,28
2026-08-07T07:00:00.000Z,FR,23
2026-08-07T08:00:00.000Z,FR,24
2026-08-07T09:00:00.000Z,FR,24
2026-08-07T10:00:00.000Z,FR,27
2026-08-07T11:00:00.000Z,FR,27
2026-08-07T12:00:00.000Z,FR,27
2026-08-07T13:00:00.000Z,FR,27
2026-08-07T14:00:00.000Z,FR,27
2026-08-07T15:00:00.000Z,FR,29
2026-08-07T16:00:00.000Z,FR,34
2026-08-07T17:00:00.000Z,FR,44
2026-08-07T18:00:00.000Z,FR,45
2026-08-07T19:00:00.000Z,FR,45
2026-08-07T20:00:00.000Z,FR,44
2026-08-07T21:00:00.000Z,FR,44
2026-08-07T22:00:00.000Z,FR,43
2026-08-07T23:00:00.000Z,FR,37
2026-08-08T00:00:00.000Z,FR,28
2026-08-08T01:00:00.000Z,FR,19
2026-08-08T02:00:00.000Z,FR,18
2026-08-08T03:00:00.000Z,FR,19
2026-08-08T04:00:00.000Z,FR,20
2026-08-08T05:00:00.000Z,FR,20
2026-08-08T06:00:00.000Z,FR,20
2026-08-08T07:00:00.000Z,FR,20
2026-08-08T08:00:00.000Z,FR,21
2026-08-08T09:00:00.000Z,FR,25
2026-08-08T10:00:00.000Z,FR,31
2026-08-08T11:00:00.000Z,FR,32
2026-08-08T12:00:00.000Z,FR,32
2026-08-08T13:00:00.000Z,FR,31
2026-08-08T14:00:00.000Z,FR,28
2026-08-08T15:00:00.000Z,FR,30
2026-08-08T16:00:00.000Z,FR,38
2026-08-08T17:00:00.000Z,FR,50
2026-08-08T18:00:00.000Z,FR,70
2026-08-08T19:00:00.000Z,FR,56
2026-08-08T20:00:00.000Z,FR,49
2026-08-08T21:00:00.000Z,FR,47
2026-08-08T22:00:00.000Z,FR,48
2026-08-08T23:00:00.000Z,FR,41
2026-08-09T00:00:00.000Z,FR,37
2026-08-09T01:00:00.000Z,FR,34
2026-08-09T02:00:00.000Z,FR,33
2026-08-09T03:00:00.000Z,FR,33
2026-08-09T04:00:00.000Z,FR,34
2026-08-09T05:00:00.000Z,FR,29
2026-08-09T06:00:00.000Z,FR,30
2026-08-09T07:00:00.000Z,FR,26
2026-08-09T08:00:00.000Z,FR,25
2026-08-09T09:00:00.000Z,FR,28
2026-08-09T10:00:00.000Z,FR,31
2026-08-09T11:00:00.000Z,FR,30
2026-08-09T12:00:00.000Z,FR,30
2026-08-09T13:00:00.000Z,FR,31
2026-08-09T14:00:00.000Z,FR,30
2026-08-09T15:00:00.000Z,FR,30
2026-08-09T16:00:00.000Z,FR,34
2026-08-09T17:00:00.000Z,FR,46
2026-08-09T18:00:00.000Z,FR,54
2026-08-09T19:00:00.000Z,FR,48
2026-08-09T20:00:00.000Z,FR,47
2026-08-09T21:00:00.000Z,FR,47
2026-08-09T22:00:00.000Z,FR,45
2026-08-09T23:00:00.000Z,FR,39
2026-08-10T00:00:00.000Z,FR,35
2026-08-10T01:00:00.000Z,FR,34
2026-08-10T02:00:00.000Z,FR,35
2026-08-10T03:00:00.000Z,FR,41
2026-08-10T04:00:00.000Z,FR,47
2026-08-10T05:00:00.000Z,FR,48
2026-08-10T06:00:00.000Z,FR,46
2026-08-10T07:00:00.000Z,FR,35
2026-08-10T08:00:00.000Z,FR,25
2026-08-10T09:00:00.000Z,FR,22
2026-08-10T10:00:00.000Z,FR,22
2026-08-10T11:00:00.000Z,FR,23
2026-08-10T12:00:00.000Z,FR,23
2026-08-10T13:00:00.000Z,FR,24
2026-08-10T14:00:00.000Z,FR,24
2026-08-10T15:00:00.000Z,FR,26
2026-08-10T16:00:00.000Z,FR,36
2026-08-10T17:00:00.000Z,FR,49
2026-08-10T18:00:00.000Z,FR,58
2026-08-10T19:00:00.000Z,FR,71
2026-08-10T20:00:00.000Z,FR,63
2026-08-10T21:00:00.000Z,FR,52
2026-08-10T22:00:00.000Z,FR,50
2026-08-10T23:00:00.000Z,FR,48
2026-08-11T00:00:00.000Z,FR,46
2026-08-11T01:00:00.000Z,FR,46
2026-08-11T02:00:00.000Z,FR,47
2026-08-11T03:00:00.000Z,FR,48
2026-08-11T04:00:00.000Z,FR,51
2026-08-11T05:00:00.000Z,FR,50
2026-08-11T06:00:00.000Z,FR,47
2026-08-11T07:00:00.000Z,FR,34
2026-08-11T08:00:00.000Z,FR,28
2026-08-11T09:00:00.000Z,FR,26
2026-08-11T10:00:00.000Z,FR,25
2026-08-11T11:00:00.000Z,FR,25
2026-08-11T12:00:00.000Z,FR,27
2026-08-11T13:00:00.000Z,FR,28
2026-08-11T14:00:00.000Z,FR,26
2026-08-11T15:00:00.000Z,FR,28
2026-08-11T16:00:00.000Z,FR,38
2026-08-11T17:00:00.000Z,FR,48
2026-08-11T18:00:00.000Z,FR,52
2026-08-11T19:00:00.000Z,FR,49
2026-08-11T20:00:00.000Z,FR,48
2026-08-11T21:00:00.000Z,FR,48
2026-08-11T22:00:00.000Z,FR,49
2026-08-11T23:00:00.000Z,FR,50
2026-08-12T00:00:00.000Z,FR,50
2026-08-12T01:00:00.000Z,FR,50
2026-08-12T02:00:00.000Z,FR,50
2026-08-12T03:00:00.000Z,FR,50
2026-08-12T04:00:00.000Z,FR,52
2026-08-12T05:00:00.000Z,FR,51
2026-08-12T06:00:00.000Z,FR,48
2026-08-12T07:00:00.000Z,FR,34
2026-08-12T08:00:00.000Z,FR,28
2026-08-12T09:00:00.000Z,FR,26
2026-08-12T10:00:00.000Z,FR,26
2026-08-12T11:00:00.000Z,FR,27
2026-08-12T12:00:00.000Z,FR,27
2026-08-12T13:00:00.000Z,FR,27
2026-08-12T14:00:00.000Z,FR,29
2026-08-12T15:00:00.000Z,FR,32
2026-08-12T16:00:00.000Z,FR,44
2026-08-12T17:00:00.000Z,FR,54
2026-08-12T18:00:00.000Z,FR,52
2026-08-12T19:00:00.000Z,FR,53
2026-08-12T20:00:00.000Z,FR,51
2026-08-12T21:00:00.000Z,FR,52
2026-08-12T22:00:00.000Z,FR,52
2026-08-12T23:00:00.000Z,FR,51
2026-08-13T00:00:00.000Z,FR,51
2026-08-13T01:00:00.000Z,FR,47
2026-08-13T02:00:00.000Z,FR,45
2026-08-13T03:00:00.000Z,FR,49
2026-08-13T04:00:00.000Z,FR,50
2026-08-13T05:00:00.000Z,FR,51
2026-08-13T06:00:00.000Z,FR,52
2026-08-13T07:00:00.000Z,FR,43
2026-08-13T08:00:00.000Z,FR,33
2026-08-13T09:00:00.000Z,FR,27
2026-08-13T10:00:00.000Z,FR,28
2026-08-13T11:00:00.000Z,FR,28
2026-08-13T12:00:00.000Z,FR,28
2026-08-13T13:00:00.000Z,FR,29
2026-08-13T14:00:00.000Z,FR,31
2026-08-13T15:00:00.000Z,FR,37
2026-08-13T16:00:00.000Z,FR,46
2026-08-13T17:00:00.000Z,FR,52
2026-08-13T18:00:00.000Z,FR,68
2026-08-13T19:00:00.000Z,FR,66
2026-08-13T20:00:00.000Z,FR,64
2026-08-13T21:00:00.000Z,FR,62
2026-08-13T22:00:00.000Z,FR,59
2026-08-13T23:00:00.000Z,FR,60
2026-08-14T00:00:00.000Z,FR,56
2026-08-14T01:00:00.000Z,FR,52
2026-08-14T02:00:00.000Z,FR,50
2026-08-14T03:00:00.000Z,FR,52
2026-08-14T04:00:00.000Z,FR,53
2026-08-14T05:00:00.000Z,FR,53
2026-08-14T06:00:00.000Z,FR,52
2026-08-14T07:00:00.000Z,FR,47
2026-08-14T08:00:00.000Z,FR,37
2026-08-14T09:00:00.000Z,FR,33
2026-08-14T10:00:00.000Z,FR,30
2026-08-14T11:00:00.000Z,FR,29
2026-08-14T12:00:00.000Z,FR,30
2026-08-14T13:00:00.000Z,FR,31
2026-08-14T14:00:00.000Z,FR,32
2026-08-14T15:00:00.000Z,FR,37
2026-08-14T16:00:00.000Z,FR,58
2026-08-14T17:00:00.000Z,FR,74
2026-08-14T18:00:00.000Z,FR,74
2026-08-14T19:00:00.000Z,FR,72
2026-08-14T20:00:00.000Z,FR,71
2026-08-14T21:00:00.000Z,FR,76
2026-08-14T22:00:00.000Z,FR,80
2026-08-14T23:00:00.000Z,FR,69
2026-08-15T00:00:00.000Z,FR,59
2026-08-15T01:00:00.000Z,FR,53
2026-08-15T02:00:00.000Z,FR,45
2026-08-15T03:00:00.000Z,FR,44
2026-08-15T04:00:00.000Z,FR,45
2026-08-15T05:00:00.000Z,FR,35
2026-08-15T06:00:00.000Z,FR,36
2026-08-15T07:00:00.000Z,FR,35
2026-08-15T08:00:00.000Z,FR,33
2026-08-15T09:00:00.000Z,FR,30
2026-08-15T10:00:00.000Z,FR,32
2026-08-15T11:00:00.000Z,FR,31
2026-08-15T12:00:00.000Z,FR,31
2026-08-15T13:00:00.000Z,FR,32
2026-08-15T14:00:00.000Z,FR,34
2026-08-15T15:00:00.000Z,FR,38
2026-08-15T16:00:00.000Z,FR,53
2026-08-15T17:00:00.000Z,FR,58
2026-08-15T18:00:00.000Z,FR,56
2026-08-15T19:00:00.000Z,FR,53
2026-08-15T20:00:00.000Z,FR,53
2026-08-15T21:00:00.000Z,FR,51
2026-08-15T21:00:00.000Z,FR,51
2026-08-15T22:00:00.000Z,FR,53
2026-08-15T23:00:00.000Z,FR,55
2026-08-16T00:00:00.000Z,FR,52
2026-08-16T01:00:00.000Z,FR,44
2026-08-16T02:00:00.000Z,FR,44
2026-08-16T03:00:00.000Z,FR,44
2026-08-16T04:00:00.000Z,FR,44
2026-08-16T05:00:00.000Z,FR,41
2026-08-16T06:00:00.000Z,FR,41
2026-08-16T07:00:00.000Z,FR,35
2026-08-16T08:00:00.000Z,FR,28
2026-08-16T09:00:00.000Z,FR,26
2026-08-16T10:00:00.000Z,FR,28
2026-08-16T11:00:00.000Z,FR,27
2026-08-16T12:00:00.000Z,FR,28
2026-08-16T13:00:00.000Z,FR,27
2026-08-16T14:00:00.000Z,FR,27
2026-08-16T15:00:00.000Z,FR,31
2026-08-16T16:00:00.000Z,FR,46
2026-08-16T17:00:00.000Z,FR,53
2026-08-16T18:00:00.000Z,FR,54
2026-08-16T19:00:00.000Z,FR,52
2026-08-16T20:00:00.000Z,FR,53
2026-08-16T21:00:00.000Z,FR,55
2026-08-16T22:00:00.000Z,FR,59
2026-08-16T23:00:00.000Z,FR,59
2026-08-17T00:00:00.000Z,FR,59
2026-08-17T01:00:00.000Z,FR,59
2026-08-17T02:00:00.000Z,FR,59
2026-08-17T03:00:00.000Z,FR,63
2026-08-17T04:00:00.000Z,FR,66
2026-08-17T05:00:00.000Z,FR,63
2026-08-17T06:00:00.000Z,FR,61
2026-08-17T07:00:00.000Z,FR,58
2026-08-17T08:00:00.000Z,FR,55
2026-08-17T09:00:00.000Z,FR,50
2026-08-17T10:00:00.000Z,FR,48
2026-08-17T11:00:00.000Z,FR,47
2026-08-17T12:00:00.000Z,FR,47
2026-08-17T13:00:00.000Z,FR,51
2026-08-17T14:00:00.000Z,FR,57
2026-08-17T15:00:00.000Z,FR,58
2026-08-17T16:00:00.000Z,FR,52
2026-08-17T17:00:00.000Z,FR,52
2026-08-17T18:00:00.000Z,FR,55
2026-08-17T19:00:00.000Z,FR,55
2026-08-17T20:00:00.000Z,FR,55
2026-08-17T21:00:00.000Z,FR,57
2026-08-17T22:00:00.000Z,FR,59
2026-08-17T23:00:00.000Z,FR,55
2026-08-18T00:00:00.000Z,FR,55
2026-08-18T01:00:00.000Z,FR,55
2026-08-18T02:00:00.000Z,FR,57
2026-08-18T03:00:00.000Z,FR,60
2026-08-18T04:00:00.000Z,FR,60
2026-08-18T05:00:00.000Z,FR,55
2026-08-18T06:00:00.000Z,FR,51
2026-08-18T07:00:00.000Z,FR,50
2026-08-18T08:00:00.000Z,FR,30
2026-08-18T09:00:00.000Z,FR,23
2026-08-18T10:00:00.000Z,FR,24
2026-08-18T11:00:00.000Z,FR,24
2026-08-18T12:00:00.000Z,FR,25
2026-08-18T13:00:00.000Z,FR,25
2026-08-18T14:00:00.000Z,FR,27
2026-08-18T15:00:00.000Z,FR,28
2026-08-18T16:00:00.000Z,FR,49
2026-08-18T17:00:00.000Z,FR,61
2026-08-18T18:00:00.000Z,FR,64
2026-08-18T19:00:00.000Z,FR,65
2026-08-18T20:00:00.000Z,FR,67
2026-08-18T21:00:00.000Z,FR,64
2026-08-18T22:00:00.000Z,FR,62
2026-08-18T23:00:00.000Z,FR,61
2026-08-19T00:00:00.000Z,FR,56
2026-08-19T01:00:00.000Z,FR,54
2026-08-19T02:00:00.000Z,FR,56
2026-08-19T03:00:00.000Z,FR,59
2026-08-19T04:00:00.000Z,FR,68
2026-08-19T05:00:00.000Z,FR,65
2026-08-19T06:00:00.000Z,FR,60
2026-08-19T07:00:00.000Z,FR,56
2026-08-19T08:00:00.000Z,FR,32
2026-08-19T09:00:00.000Z,FR,23
2026-08-19T10:00:00.000Z,FR,22
2026-08-19T11:00:00.000Z,FR,21
2026-08-19T12:00:00.000Z,FR,22
2026-08-19T13:00:00.000Z,FR,23
2026-08-19T14:00:00.000Z,FR,25
2026-08-19T15:00:00.000Z,FR,30
2026-08-19T16:00:00.000Z,FR,47
2026-08-19T17:00:00.000Z,FR,59
2026-08-19T18:00:00.000Z,FR,64
2026-08-19T19:00:00.000Z,FR,57
2026-08-19T20:00:00.000Z,FR,56
2026-08-19T21:00:00.000Z,FR,56
2026-08-19T22:00:00.000Z,FR,56
2026-08-19T23:00:00.000Z,FR,57
2026-08-20T00:00:00.000Z,FR,53
2026-08-20T01:00:00.000Z,FR,52
2026-08-20T02:00:00.000Z,FR,52
2026-08-20T03:00:00.000Z,FR,52
2026-08-20T04:00:00.000Z,FR,56
2026-08-20T05:00:00.000Z,FR,56
2026-08-20T06:00:00.000Z,FR,54
2026-08-20T07:00:00.000Z,FR,42
2026-08-20T08:00:00.000Z,FR,23
2026-08-20T09:00:00.000Z,FR,22
2026-08-20T10:00:00.000Z,FR,23
2026-08-20T11:00:00.000Z,FR,20
2026-08-20T12:00:00.000Z,FR,20
2026-08-20T13:00:00.000Z,FR,20
2026-08-20T14:00:00.000Z,FR,23
2026-08-20T15:00:00.000Z,FR,24
2026-08-20T16:00:00.000Z,FR,34
2026-08-20T17:00:00.000Z,FR,49
2026-08-20T18:00:00.000Z,FR,53
2026-08-20T19:00:00.000Z,FR,54
2026-08-20T20:00:00.000Z,FR,54
2026-08-20T21:00:00.000Z,FR,53
2026-08-20T22:00:00.000Z,FR,53
2026-08-20T23:00:00.000Z,FR,51
2026-08-21T00:00:00.000Z,FR,43
2026-08-21T01:00:00.000Z,FR,39
2026-08-21T02:00:00.000Z,FR,39
2026-08-21T03:00:00.000Z,FR,39
2026-08-21T04:00:00.000Z,FR,45
2026-08-21T05:00:00.000Z,FR,52
2026-08-21T06:00:00.000Z,FR,52
2026-08-21T07:00:00.000Z,FR,50
2026-08-21T08:00:00.000Z,FR,35
2026-08-21T09:00:00.000Z,FR,21
2026-08-21T10:00:00.000Z,FR,21
2026-08-21T11:00:00.000Z,FR,29
2026-08-21T12:00:00.000Z,FR,36
2026-08-21T13:00:00.000Z,FR,38
2026-08-21T14:00:00.000Z,FR,39
2026-08-21T15:00:00.000Z,FR,41
2026-08-21T16:00:00.000Z,FR,49
2026-08-21T17:00:00.000Z,FR,57
2026-08-21T18:00:00.000Z,FR,51
2026-08-21T19:00:00.000Z,FR,43
2026-08-21T20:00:00.000Z,FR,43
2026-08-21T21:00:00.000Z,FR,40
2026-08-21T22:00:00.000Z,FR,37
2026-08-21T23:00:00.000Z,FR,34
2026-08-22T00:00:00.000Z,FR,26
2026-08-22T01:00:00.000Z,FR,17
2026-08-22T02:00:00.000Z,FR,17
2026-08-22T03:00:00.000Z,FR,17
2026-08-22T04:00:00.000Z,FR,18
2026-08-22T05:00:00.000Z,FR,17
2026-08-22T06:00:00.000Z,FR,18
2026-08-22T07:00:00.000Z,FR,20
2026-08-22T08:00:00.000Z,FR,22
2026-08-22T09:00:00.000Z,FR,22
2026-08-22T10:00:00.000Z,FR,23
2026-08-22T11:00:00.000Z,FR,23
2026-08-22T12:00:00.000Z,FR,22
2026-08-22T13:00:00.000Z,FR,20
2026-08-22T14:00:00.000Z,FR,21
2026-08-22T15:00:00.000Z,FR,21
2026-08-22T16:00:00.000Z,FR,22
2026-08-22T17:00:00.000Z,FR,23
2026-08-22T18:00:00.000Z,FR,25
2026-08-22T19:00:00.000Z,FR,22
2026-08-22T20:00:00.000Z,FR,24
2026-08-22T21:00:00.000Z,FR,23
2026-08-22T22:00:00.000Z,FR,22
2026-08-22T23:00:00.000Z,FR,17
2026-08-23T00:00:00.000Z,FR,15
2026-08-23T01:00:00.000Z,FR,15
2026-08-23T02:00:00.000Z,FR,15
2026-08-23T03:00:00.000Z,FR,15
2026-08-23T04:00:00.000Z,FR,15
2026-08-23T05:00:00.000Z,FR,15
2026-08-23T06:00:00.000Z,FR,16
2026-08-23T07:00:00.000Z,FR,18
2026-08-23T08:00:00.000Z,FR,19
2026-08-23T09:00:00.000Z,FR,20
2026-08-23T10:00:00.000Z,FR,21
2026-08-23T11:00:00.000Z,FR,22
2026-08-23T12:00:00.000Z,FR,22
2026-08-23T13:00:00.000Z,FR,21
2026-08-23T14:00:00.000Z,FR,20
2026-08-23T15:00:00.000Z,FR,35
2026-08-23T16:00:00.000Z,FR,39
2026-08-23T17:00:00.000Z,FR,42
2026-08-23T18:00:00.000Z,FR,44
2026-08-23T19:00:00.000Z,FR,39
2026-08-23T20:00:00.000Z,FR,36
2026-08-23T21:00:00.000Z,FR,31
2026-08-23T22:00:00.000Z,FR,20
2026-08-23T23:00:00.000Z,FR,17
2026-08-24T00:00:00.000Z,FR,15
2026-08-24T01:00:00.000Z,FR,15
2026-08-24T02:00:00.000Z,FR,15
2026-08-24T03:00:00.000Z,FR,15
2026-08-24T04:00:00.000Z,FR,15
2026-08-24T05:00:00.000Z,FR,17
2026-08-24T06:00:00.000Z,FR,21
2026-08-24T07:00:00.000Z,FR,19
2026-08-24T08:00:00.000Z,FR,20
2026-08-24T09:00:00.000Z,FR,20
2026-08-24T10:00:00.000Z,FR,22
2026-08-24T11:00:00.000Z,FR,24
2026-08-24T12:00:00.000Z,FR,24
2026-08-24T13:00:00.000Z,FR,24
2026-08-24T14:00:00.000Z,FR,25
2026-08-24T15:00:00.000Z,FR,24
2026-08-24T16:00:00.000Z,FR,35
2026-08-24T17:00:00.000Z,FR,50
2026-08-24T18:00:00.000Z,FR,42
2026-08-24T19:00:00.000Z,FR,41
2026-08-24T20:00:00.000Z,FR,41
2026-08-24T21:00:00.000Z,FR,33
2026-08-24T21:00:00.000Z,FR,33
2026-08-24T22:00:00.000Z,FR,28
2026-08-24T23:00:00.000Z,FR,19
2026-08-25T00:00:00.000Z,FR,19
2026-08-25T01:00:00.000Z,FR,19
2026-08-25T02:00:00.000Z,FR,19
2026-08-25T03:00:00.000Z,FR,22
2026-08-25T04:00:00.000Z,FR,34
2026-08-25T05:00:00.000Z,FR,36
2026-08-25T06:00:00.000Z,FR,32
2026-08-25T07:00:00.000Z,FR,31
2026-08-25T08:00:00.000Z,FR,24
2026-08-25T09:00:00.000Z,FR,24
2026-08-25T10:00:00.000Z,FR,23
2026-08-25T11:00:00.000Z,FR,23
2026-08-25T12:00:00.000Z,FR,23
2026-08-25T13:00:00.000Z,FR,24
2026-08-25T14:00:00.000Z,FR,26
2026-08-25T15:00:00.000Z,FR,30
2026-08-25T16:00:00.000Z,FR,54
2026-08-25T17:00:00.000Z,FR,61
2026-08-25T18:00:00.000Z,FR,64
2026-08-25T19:00:00.000Z,FR,66
2026-08-25T20:00:00.000Z,FR,59
2026-08-25T21:00:00.000Z,FR,54
2026-08-25T22:00:00.000Z,FR,50
2026-08-25T23:00:00.000Z,FR,42
2026-08-26T00:00:00.000Z,FR,41
2026-08-26T01:00:00.000Z,FR,41
2026-08-26T02:00:00.000Z,FR,42
2026-08-26T03:00:00.000Z,FR,44
2026-08-26T04:00:00.000Z,FR,51
2026-08-26T05:00:00.000Z,FR,50
2026-08-26T06:00:00.000Z,FR,48
2026-08-26T07:00:00.000Z,FR,44
2026-08-26T08:00:00.000Z,FR,37
2026-08-26T09:00:00.000Z,FR,38
2026-08-26T10:00:00.000Z,FR,34
2026-08-26T11:00:00.000Z,FR,29
2026-08-26T12:00:00.000Z,FR,30
2026-08-26T13:00:00.000Z,FR,29
2026-08-26T14:00:00.000Z,FR,30
2026-08-26T15:00:00.000Z,FR,30
2026-08-26T16:00:00.000Z,FR,44
2026-08-26T17:00:00.000Z,FR,52
2026-08-26T18:00:00.000Z,FR,60
2026-08-26T19:00:00.000Z,FR,64
2026-08-26T20:00:00.000Z,FR,59
2026-08-26T21:00:00.000Z,FR,47
2026-08-26T22:00:00.000Z,FR,41
2026-08-26T23:00:00.000Z,FR,30
2026-08-27T00:00:00.000Z,FR,30
2026-08-27T01:00:00.000Z,FR,29
2026-08-27T02:00:00.000Z,FR,31
2026-08-27T03:00:00.000Z,FR,32
2026-08-27T04:00:00.000Z,FR,50
2026-08-27T05:00:00.000Z,FR,59
2026-08-27T06:00:00.000Z,FR,56
2026-08-27T07:00:00.000Z,FR,48
2026-08-27T08:00:00.000Z,FR,39
2026-08-27T09:00:00.000Z,FR,36
2026-08-27T10:00:00.000Z,FR,33
2026-08-27T11:00:00.000Z,FR,33
2026-08-27T12:00:00.000Z,FR,34
2026-08-27T13:00:00.000Z,FR,37
2026-08-27T14:00:00.000Z,FR,39
2026-08-27T15:00:00.000Z,FR,50
2026-08-27T16:00:00.000Z,FR,69
2026-08-27T17:00:00.000Z,FR,75
2026-08-27T18:00:00.000Z,FR,79
2026-08-27T19:00:00.000Z,FR,78
2026-08-27T20:00:00.000Z,FR,83
2026-08-27T21:00:00.000Z,FR,74
2026-08-27T22:00:00.000Z,FR,62
2026-08-27T23:00:00.000Z,FR,54
2026-08-28T00:00:00.000Z,FR,40
2026-08-28T01:00:00.000Z,FR,34
2026-08-28T02:00:00.000Z,FR,28
2026-08-28T03:00:00.000Z,FR,28
2026-08-28T04:00:00.000Z,FR,46
2026-08-28T05:00:00.000Z,FR,48
2026-08-28T06:00:00.000Z,FR,44
2026-08-28T07:00:00.000Z,FR,37
2026-08-28T08:00:00.000Z,FR,33
2026-08-28T09:00:00.000Z,FR,38
2026-08-28T10:00:00.000Z,FR,37
2026-08-28T11:00:00.000Z,FR,31
2026-08-28T12:00:00.000Z,FR,25
2026-08-28T13:00:00.000Z,FR,25
2026-08-28T14:00:00.000Z,FR,25
2026-08-28T15:00:00.000Z,FR,24
2026-08-28T16:00:00.000Z,FR,23
2026-08-28T17:00:00.000Z,FR,33
2026-08-28T18:00:00.000Z,FR,37
2026-08-28T19:00:00.000Z,FR,36
2026-08-28T20:00:00.000Z,FR,38
2026-08-28T21:00:00.000Z,FR,30
2026-08-28T22:00:00.000Z,FR,20
2026-08-28T23:00:00.000Z,FR,17
2026-08-29T00:00:00.000Z,FR,15
2026-08-29T01:00:00.000Z,FR,15
2026-08-29T02:00:00.000Z,FR,15
2026-08-29T03:00:00.000Z,FR,15
2026-08-29T04:00:00.000Z,FR,15
2026-08-29T05:00:00.000Z,FR,16
2026-08-29T06:00:00.000Z,FR,17
2026-08-29T07:00:00.000Z,FR,17
2026-08-29T08:00:00.000Z,FR,18
2026-08-29T09:00:00.000Z,FR,20
2026-08-29T10:00:00.000Z,FR,21
